application_id,district_name,gender,residential_type,specially_abled_type,enterprise_type,sector,ifsc_code,days_to_bhd_verification,days_to_sbdu_verification,days_to_dlic_approval,days_to_bank_sanction,days_to_disbursement,total_tat_days,applicant_monthly_income,loan_tenure_months,interest_rate,emi_amount,emi_to_income_ratio,risk_score,credit_eligibility_score,repayment_status,loan_amount_inr,project_cost_inr
7575,Ramban,Female,Urban,Unknown,Existing Enterprise,Manufacturing,JKBK094325,30.0,51.0,32.0,22.0,24.0,188.0,56604.0,12.0,11.53,17897.0,0.3,28.0,0.59,On-Time,3857585.0,4998000.0
7576,Kulgam,Male,Urban,Unknown,Msme Sunrise Sector,Agri,JKBK077003,39.0,24.0,24.0,31.0,24.0,188.0,64658.0,60.0,12.82,17897.0,0.3,97.0,0.43,Default,2132443.0,2301000.0
7576,Doda,Male,Unknown,Unknown,Existing Enterprise,Services,JKBK069621,6.0,48.0,45.0,54.0,9.0,188.0,106999.0,24.0,13.95,17897.0,0.3,91.0,0.58,On-Time,1830212.5,8717.0
7578,Baramulla,Male,Rural,Unknown,Unknown,Tourism,JKBK061970,23.0,21.0,40.0,108.0,27.0,212.0,57834.0,60.0,7.19,17897.0,0.3,88.0,0.38,Unknown,1830212.5,1251000.0
7578,Jammu,Male,Rural,Unknown,Unknown,Tourism,JKBK029949,19.0,73.0,36.0,74.0,36.0,212.0,35582.0,35.12,12.23,17897.0,0.3,69.0,0.51,Unknown,1830212.5,3998000.0
7580,Samba,Female,Unknown,Hearing,Nano Entrepreneur,Healthcare,JKBK088000,20.0,80.0,32.0,21.0,28.0,188.0,98351.0,35.12,11.97,17897.0,0.3,58.0,0.74,Late,2756000.0,3033005.0
7581,Bandipora,Unknown,Urban,Locomotor,Existing Enterprise,Services,JKBK089603,32.0,52.0,26.0,119.0,13.0,212.0,44600.0,48.0,10.73,17897.0,0.3,19.0,0.25,Late,1830212.5,3147048.0
7582,Budgam,Male,Urban,Multiple,Nano Entrepreneur,Manufacturing,JKBK094325,3.0,64.0,18.0,88.0,6.0,179.0,13697.0,35.12,12.6,17897.0,0.3,25.0,0.01,Unknown,1830212.5,12923.0
7583,Jammu,Female,Urban,Unknown,Nano Entrepreneur,Tourism,JKBK086967,13.0,44.0,58.0,109.0,14.0,212.0,110540.0,12.0,11.93,17897.0,0.3,8.0,0.18,On-Time,3822829.0,53809.0
7584,Anantnag,Female,Rural,Unknown,Msme Sunrise Sector,Services,JKBK045432,15.0,51.0,28.0,60.0,12.0,166.0,67418.0,36.0,13.06,17897.0,0.3,45.0,0.92,Late,2344000.0,3884000.0
7585,Jammu,Female,Urban,Visual,Nano Entrepreneur,Retail,JKBK058595,20.0,35.0,9.0,65.0,41.0,188.0,93210.0,24.0,9.1,17897.0,0.3,22.0,0.84,Late,23827.0,2801815.0
7586,Pulwama,Male,Urban,Unknown,Msme Sunrise Sector,Retail,JKBK076866,10.0,74.0,43.0,28.0,42.0,197.0,25476.0,24.0,8.58,17897.0,0.3,85.0,0.67,Unknown,1830212.5,5543255.0
7587,Jammu,Male,Unknown,Locomotor,Nano Entrepreneur,Healthcare,JKBK010690,4.0,8.0,59.0,38.0,29.0,164.0,117748.0,36.0,6.71,17897.0,0.3,84.0,0.69,On-Time,5827547.0,2301000.0
7588,Reasi,Female,Urban,Unknown,Nano Entrepreneur,Tourism,JKBK082921,20.0,5.0,55.0,35.0,13.0,188.0,80207.0,18.0,6.51,17897.0,0.3,65.0,0.01,Late,395000.0,49127.0
7589,Samba,Unknown,Rural,Unknown,Unknown,Services,JKBK055961,28.0,5.0,23.0,87.0,13.0,164.0,63795.0,12.0,8.79,17897.0,0.3,37.0,0.86,On-Time,2461000.0,904000.0
7590,Samba,Male,Unknown,Unknown,Existing Enterprise,It,JKBK073263,20.0,37.0,41.0,90.0,40.0,188.0,36241.0,60.0,9.22,17897.0,0.3,51.0,0.62,Late,3084107.0,42662.0
7591,Kupwara,Other,Rural,Hearing,Nano Entrepreneur,Services,JKBK054076,26.0,81.0,45.0,40.0,29.0,212.0,105511.0,35.12,13.87,17897.0,0.3,90.0,0.51,Default,1830212.5,6321753.0
7592,Poonch,Male,Rural,Unknown,Nano Entrepreneur,It,JKBK080436,0.0,18.0,45.0,82.0,24.0,188.0,27353.0,24.0,14.16,17897.0,0.3,92.0,0.64,Late,2617000.0,1872000.0
7593,Budgam,Female,Urban,Unknown,Nano Entrepreneur,Manufacturing,JKBK091592,24.0,42.0,39.0,65.0,4.0,188.0,107539.0,35.12,10.56,17897.0,0.3,76.0,0.03,On-Time,1830212.5,2301000.0
7594,Baramulla,Male,Rural,Unknown,Nano Entrepreneur,Tourism,JKBK067234,0.0,48.0,26.0,112.0,25.0,188.0,16772.0,12.0,7.82,17897.0,0.3,86.0,0.42,Default,33371.0,3316851.0
7595,Bandipora,Other,Rural,Visual,Nano Entrepreneur,It,JKBK061541,20.0,55.0,13.0,117.0,14.0,188.0,93022.0,18.0,13.43,17897.0,0.3,64.0,0.09,On-Time,3755000.0,114732.0
7596,Shopian,Other,Rural,Visual,Nano Entrepreneur,Agri,JKBK044124,10.0,78.0,15.0,35.0,26.0,164.0,32145.0,36.0,14.07,17897.0,0.3,72.0,0.17,On-Time,48225.0,10716.0
7597,Pulwama,Unknown,Urban,Visual,Msme Sunrise Sector,Healthcare,JKBK086347,7.0,86.0,29.0,17.0,20.0,164.0,92776.0,35.12,11.93,17897.0,0.3,69.0,0.49,On-Time,4793587.0,17450.0
7598,Pulwama,Male,Rural,Unknown,Nano Entrepreneur,Agri,JKBK082921,24.0,9.0,17.0,62.0,19.0,164.0,31559.0,60.0,9.05,17897.0,0.3,3.0,0.05,Unknown,22382.0,32683.0
7599,Reasi,Other,Rural,Multiple,Nano Entrepreneur,Tourism,JKBK065566,6.0,22.0,49.0,111.0,24.0,188.0,22833.0,48.0,9.36,17897.0,0.3,34.0,0.25,Late,39464.0,6757058.0
7600,Pulwama,Female,Urban,Unknown,Unknown,Services,JKBK012264,8.0,11.0,34.0,49.0,39.0,164.0,65920.0,36.0,10.44,17897.0,0.3,24.0,0.71,On-Time,463307.0,5195589.0
7601,Poonch,Female,Urban,Unknown,Existing Enterprise,Retail,JKBK031300,40.0,28.0,35.0,65.0,32.0,188.0,52833.0,36.0,13.79,17897.0,0.3,17.0,0.23,Late,2628.0,2301000.0
7602,Kupwara,Unknown,Urban,Locomotor,Existing Enterprise,Healthcare,JKBK057029,20.0,17.0,53.0,120.0,36.0,188.0,93291.0,48.0,13.23,17897.0,0.3,60.0,0.8,Late,2892103.0,25115.0
7603,Poonch,Female,Unknown,Locomotor,Existing Enterprise,Retail,JKBK076492,6.0,50.0,26.0,22.0,18.0,164.0,69826.0,48.0,13.03,17897.0,0.3,88.0,0.38,On-Time,1237355.0,2301000.0
7604,Shopian,Male,Unknown,Multiple,Msme Sunrise Sector,It,JKBK091679,31.0,59.0,24.0,65.0,24.0,188.0,89393.0,36.0,8.22,17897.0,0.3,2.0,0.4,Default,322567.0,3693000.0
7605,Srinagar,Female,Unknown,Unknown,Existing Enterprise,Healthcare,JKBK074576,23.0,77.0,27.0,65.0,19.0,188.0,41355.0,36.0,10.56,17897.0,0.3,51.0,0.54,On-Time,2342000.0,2987037.0
7606,Kulgam,Male,Rural,Multiple,Nano Entrepreneur,Manufacturing,JKBK080275,14.0,35.0,32.0,101.0,36.0,188.0,113539.0,18.0,7.25,17897.0,0.3,2.0,0.14,Late,4951000.0,3594491.0
7607,Jammu,Female,Urban,Visual,Nano Entrepreneur,Agri,JKBK088761,10.0,51.0,5.0,82.0,26.0,174.0,8981.0,35.12,11.25,17897.0,0.3,6.0,0.56,Default,4195000.0,4239550.0
7608,Shopian,Other,Unknown,Visual,Existing Enterprise,Agri,JKBK026267,26.0,20.0,12.0,31.0,15.0,164.0,91736.0,48.0,10.92,17897.0,0.3,80.0,0.33,On-Time,1460000.0,10328.0
7609,Ganderbal,Male,Rural,Hearing,Existing Enterprise,Tourism,JKBK075513,38.0,76.0,14.0,118.0,37.0,212.0,58537.0,18.0,8.89,17897.0,0.3,49.0,0.91,Late,4622644.0,2885330.0
7610,Ganderbal,Other,Rural,Unknown,Nano Entrepreneur,Services,JKBK093764,10.0,75.0,26.0,111.0,40.0,212.0,34935.0,60.0,8.57,17897.0,0.3,85.0,0.83,On-Time,7613.0,3356246.0
7611,Doda,Female,Rural,Multiple,Unknown,Agri,JKBK028441,9.0,48.0,47.0,116.0,9.0,188.0,109511.0,48.0,10.55,17897.0,0.3,72.0,0.3,Late,4090000.0,1655706.0
7612,Baramulla,Female,Unknown,Unknown,Nano Entrepreneur,Services,JKBK079749,22.0,14.0,13.0,28.0,21.0,164.0,23054.0,12.0,9.98,17897.0,0.3,92.0,0.41,Unknown,1858843.0,2301000.0
7613,Shopian,Male,Urban,Unknown,Nano Entrepreneur,Unknown,JKBK087182,18.0,78.0,32.0,107.0,34.0,188.0,119501.0,48.0,7.77,17897.0,0.3,39.0,0.79,Default,2255197.0,5449000.0
7614,Anantnag,Unknown,Rural,Visual,Existing Enterprise,Services,JKBK023004,12.0,56.0,60.0,116.0,2.0,212.0,64658.0,12.0,8.48,17897.0,0.3,70.0,0.1,On-Time,735960.0,2301000.0
7615,Pulwama,Female,Unknown,Unknown,Msme Sunrise Sector,Tourism,JKBK093771,7.0,28.0,44.0,100.0,24.0,188.0,64658.0,24.0,10.56,17897.0,0.3,1.0,0.55,Default,35659.0,2301000.0
7616,Kathua,Other,Unknown,Multiple,Msme Sunrise Sector,Unknown,JKBK095239,13.0,74.0,32.0,79.0,4.0,188.0,64658.0,18.0,11.27,17897.0,0.3,67.0,0.07,On-Time,2102000.0,2301000.0
7617,Poonch,Female,Urban,Hearing,Unknown,Retail,JKBK076425,20.0,13.0,19.0,118.0,24.0,188.0,31205.0,12.0,7.59,17897.0,0.3,65.0,0.83,Late,2791000.0,4264202.0
7618,Kathua,Female,Rural,Unknown,Existing Enterprise,Manufacturing,JKBK065453,21.0,81.0,21.0,65.0,44.0,188.0,13724.0,18.0,7.66,17897.0,0.3,69.0,0.56,Late,1437583.0,3896864.0
7619,Srinagar,Female,Unknown,Locomotor,Existing Enterprise,Unknown,JKBK076492,34.0,8.0,10.0,28.0,29.0,164.0,26297.0,24.0,6.83,17897.0,0.3,51.0,0.51,Late,1830212.5,2301000.0
7620,Anantnag,Other,Unknown,Unknown,Nano Entrepreneur,It,JKBK033776,40.0,78.0,22.0,51.0,32.0,212.0,56544.0,60.0,7.44,17897.0,0.3,44.0,0.8,On-Time,4425000.0,34786.0
7621,Kulgam,Other,Unknown,Unknown,Msme Sunrise Sector,Manufacturing,JKBK017173,19.0,36.0,32.0,64.0,14.0,188.0,71633.0,18.0,6.99,17897.0,0.3,64.0,0.48,On-Time,1830212.5,2301000.0
7622,Doda,Unknown,Urban,Multiple,Msme Sunrise Sector,Retail,JKBK018488,21.0,79.0,14.0,114.0,3.0,212.0,24218.0,18.0,10.24,17897.0,0.3,85.0,0.4,Late,3470855.0,1246334.0
7623,Ganderbal,Male,Rural,Unknown,Unknown,Agri,JKBK066239,11.0,8.0,33.0,101.0,24.0,188.0,77011.0,12.0,10.56,17897.0,0.3,51.0,0.47,On-Time,20985.0,1141985.0
7624,Jammu,Unknown,Unknown,Hearing,Nano Entrepreneur,Healthcare,JKBK045985,25.0,16.0,32.0,60.0,24.0,188.0,28274.0,12.0,12.68,17897.0,0.3,18.0,0.92,Default,367510.0,4310000.0
7625,Pulwama,Female,Urban,Visual,Unknown,Agri,JKBK042557,5.0,90.0,58.0,99.0,36.0,212.0,17546.0,36.0,6.87,17897.0,0.3,11.0,0.91,On-Time,2051606.0,2301000.0
7626,Samba,Unknown,Rural,Locomotor,Nano Entrepreneur,Healthcare,JKBK039888,21.0,16.0,6.0,79.0,9.0,164.0,76646.0,18.0,13.74,17897.0,0.3,50.0,0.78,Late,1830212.5,1180000.0
7627,Samba,Female,Urban,Visual,Existing Enterprise,It,JKBK074896,26.0,72.0,30.0,65.0,28.0,188.0,51367.0,12.0,13.86,17897.0,0.3,37.0,0.35,On-Time,4595000.0,2427000.0
7628,Ramban,Female,Unknown,Multiple,Existing Enterprise,Healthcare,JKBK041667,1.0,22.0,15.0,22.0,24.0,164.0,45824.0,48.0,9.42,17897.0,0.3,51.0,0.59,Late,4833000.0,1476031.0
7629,Anantnag,Female,Urban,Unknown,Msme Sunrise Sector,Services,JKBK062214,1.0,15.0,36.0,71.0,8.0,164.0,65610.0,36.0,12.13,17897.0,0.3,63.0,0.51,Late,2612429.0,5647000.0
7630,Doda,Other,Urban,Visual,Existing Enterprise,It,JKBK011389,11.0,18.0,29.0,92.0,9.0,164.0,42352.0,24.0,11.86,17897.0,0.3,86.0,0.32,On-Time,3886556.0,2301000.0
7631,Kathua,Female,Rural,Unknown,Msme Sunrise Sector,Services,JKBK010690,20.0,15.0,14.0,100.0,36.0,185.0,105439.0,35.12,8.63,17897.0,0.3,91.0,0.22,On-Time,3468063.0,2209000.0
7632,Ganderbal,Unknown,Urban,Multiple,Existing Enterprise,Unknown,JKBK022737,20.0,44.0,49.0,108.0,44.0,188.0,16799.0,12.0,9.94,17897.0,0.3,4.0,0.86,On-Time,4644000.0,52885.0
7633,Kupwara,Unknown,Rural,Hearing,Existing Enterprise,Agri,JKBK083736,20.0,24.0,8.0,86.0,26.0,164.0,10946.0,12.0,10.56,17897.0,0.3,4.0,0.51,On-Time,1830212.5,2301000.0
7634,Anantnag,Male,Rural,Hearing,Nano Entrepreneur,Services,JKBK015811,39.0,57.0,3.0,82.0,6.0,187.0,44611.0,18.0,13.96,17897.0,0.3,61.0,0.86,Late,687012.0,6243000.0
7635,Baramulla,Unknown,Rural,Unknown,Nano Entrepreneur,Agri,JKBK018488,23.0,57.0,24.0,48.0,2.0,164.0,109528.0,18.0,7.59,17897.0,0.3,45.0,0.84,On-Time,266000.0,21545.0
7636,Kupwara,Female,Rural,Visual,Nano Entrepreneur,Agri,JKBK070179,10.0,48.0,32.0,35.0,6.0,188.0,41841.0,35.12,9.86,17897.0,0.3,83.0,0.16,On-Time,2854617.0,5437869.0
7637,Samba,Female,Urban,Unknown,Msme Sunrise Sector,Agri,JKBK056686,12.0,87.0,48.0,74.0,17.0,212.0,87547.0,60.0,8.58,17897.0,0.3,57.0,0.53,Late,4508871.0,1194238.0
7638,Samba,Unknown,Rural,Multiple,Existing Enterprise,Tourism,JKBK024855,36.0,76.0,32.0,37.0,4.0,188.0,65655.0,36.0,11.3,17897.0,0.3,16.0,0.19,Default,1830212.5,40288.0
7639,Baramulla,Other,Urban,Multiple,Unknown,Healthcare,JKBK019317,20.0,15.0,23.0,90.0,38.0,188.0,64658.0,48.0,10.89,17897.0,0.3,53.0,0.85,Late,3013298.0,666336.0
7640,Udhampur,Female,Urban,Locomotor,Existing Enterprise,Unknown,JKBK080279,12.0,85.0,32.0,37.0,24.0,188.0,97722.0,60.0,12.87,17897.0,0.3,93.0,0.42,Late,2975676.0,2356000.0
7641,Budgam,Female,Urban,Unknown,Existing Enterprise,Retail,JKBK044255,27.0,61.0,24.0,54.0,13.0,179.0,48015.0,18.0,7.85,17897.0,0.3,13.0,0.47,Default,24903.0,56074.0
7642,Udhampur,Unknown,Rural,Unknown,Nano Entrepreneur,Healthcare,JKBK019457,13.0,86.0,21.0,55.0,5.0,180.0,119383.0,24.0,7.74,17897.0,0.3,99.0,0.13,On-Time,1206000.0,5325000.0
7643,Srinagar,Female,Urban,Multiple,Nano Entrepreneur,Retail,JKBK049169,20.0,48.0,16.0,15.0,18.0,188.0,97316.0,18.0,10.37,17897.0,0.3,5.0,0.42,Late,5230104.0,2301000.0
7644,Kishtwar,Other,Urban,Hearing,Msme Sunrise Sector,Unknown,JKBK096936,10.0,46.0,41.0,98.0,29.0,212.0,35623.0,35.12,9.65,17897.0,0.3,1.0,0.37,On-Time,3500000.0,3457568.0
7645,Pulwama,Male,Rural,Hearing,Unknown,Healthcare,JKBK040133,31.0,72.0,59.0,89.0,7.0,212.0,106749.0,35.12,7.33,17897.0,0.3,45.0,0.81,Late,1802.0,6385000.0
7646,Pulwama,Female,Unknown,Multiple,Existing Enterprise,Unknown,JKBK057863,37.0,16.0,29.0,80.0,11.0,173.0,62072.0,60.0,9.92,17897.0,0.3,37.0,0.93,Default,4472817.0,4368000.0
7647,Budgam,Female,Urban,Unknown,Nano Entrepreneur,Unknown,JKBK060025,10.0,9.0,47.0,65.0,39.0,188.0,95483.0,35.12,6.85,17897.0,0.3,71.0,0.1,On-Time,4655584.0,43858.0
7648,Anantnag,Female,Unknown,Unknown,Nano Entrepreneur,Retail,JKBK074395,20.0,61.0,12.0,45.0,17.0,188.0,48740.0,18.0,10.92,17897.0,0.3,73.0,0.71,On-Time,1830212.5,2301000.0
7649,Poonch,Unknown,Rural,Multiple,Unknown,Tourism,JKBK031827,37.0,16.0,25.0,119.0,10.0,207.0,114556.0,60.0,12.87,17897.0,0.3,51.0,0.65,Default,5363392.0,3907370.0
7650,Poonch,Male,Urban,Unknown,Msme Sunrise Sector,Agri,JKBK060653,35.0,56.0,49.0,61.0,13.0,212.0,115772.0,18.0,13.33,17897.0,0.3,14.0,0.14,Late,3343000.0,6333000.0
7651,Budgam,Unknown,Unknown,Visual,Msme Sunrise Sector,Healthcare,JKBK065206,28.0,87.0,26.0,47.0,15.0,203.0,94835.0,35.12,9.72,17897.0,0.3,2.0,0.51,Unknown,1412.0,5705000.0
7652,Poonch,Other,Urban,Unknown,Unknown,Tourism,JKBK061970,30.0,47.0,43.0,116.0,20.0,212.0,41776.0,24.0,7.23,17897.0,0.3,95.0,0.51,Late,732834.0,10231.0
7653,Kishtwar,Female,Rural,Visual,Nano Entrepreneur,Retail,JKBK048329,20.0,21.0,17.0,23.0,18.0,188.0,41027.0,48.0,14.42,17897.0,0.3,97.0,0.51,Default,3162000.0,2744000.0
7654,Ramban,Unknown,Rural,Multiple,Msme Sunrise Sector,Agri,JKBK079804,33.0,5.0,32.0,63.0,41.0,188.0,23656.0,35.12,13.35,17897.0,0.3,37.0,0.14,Late,35611.0,2405741.0
7655,Shopian,Female,Rural,Unknown,Nano Entrepreneur,Manufacturing,JKBK086267,10.0,48.0,60.0,42.0,28.0,188.0,64658.0,24.0,8.55,17897.0,0.3,73.0,0.27,Default,14244.0,6132844.0
7656,Poonch,Female,Urban,Hearing,Msme Sunrise Sector,Tourism,JKBK086898,38.0,39.0,3.0,65.0,45.0,188.0,99298.0,18.0,7.5,17897.0,0.3,74.0,0.62,Late,655205.0,378283.0
7657,Ramban,Unknown,Urban,Locomotor,Nano Entrepreneur,Healthcare,JKBK041666,4.0,48.0,32.0,10.0,24.0,188.0,39199.0,24.0,14.23,17897.0,0.3,17.0,0.51,On-Time,35451.0,21808.0
7657,Doda,Other,Rural,Multiple,Nano Entrepreneur,Manufacturing,JKBK086267,36.0,5.0,39.0,73.0,15.0,168.0,82354.0,36.0,7.73,17897.0,0.3,47.0,0.06,Unknown,46062.0,17785.0
7659,Reasi,Female,Rural,Unknown,Nano Entrepreneur,Healthcare,JKBK017531,17.0,22.0,28.0,74.0,6.0,164.0,58052.0,35.12,14.42,17897.0,0.3,91.0,0.59,Late,348000.0,1114000.0
7659,Ganderbal,Unknown,Rural,Unknown,Nano Entrepreneur,Manufacturing,JKBK028441,31.0,90.0,10.0,41.0,8.0,180.0,54476.0,36.0,13.27,17897.0,0.3,82.0,0.51,Default,4096362.0,1218103.0
7661,Bandipora,Unknown,Urban,Locomotor,Existing Enterprise,Healthcare,JKBK061541,20.0,79.0,11.0,73.0,24.0,188.0,29128.0,48.0,14.01,17897.0,0.3,20.0,0.41,On-Time,5013851.0,4802757.0
7661,Ramban,Male,Urban,Unknown,Nano Entrepreneur,It,JKBK089668,8.0,62.0,45.0,71.0,36.0,212.0,52307.0,35.12,9.03,17897.0,0.3,98.0,0.55,On-Time,4278768.0,5801000.0
7663,Rajouri,Other,Urban,Unknown,Nano Entrepreneur,Unknown,JKBK021734,27.0,48.0,52.0,62.0,36.0,188.0,31846.0,36.0,8.97,17897.0,0.3,39.0,0.01,On-Time,4480000.0,5287000.0
7664,Jammu,Male,Urban,Unknown,Unknown,Retail,JKBK081997,27.0,84.0,40.0,96.0,29.0,212.0,60099.0,35.12,7.51,17897.0,0.3,39.0,0.38,On-Time,1503071.0,5920479.0
7665,Ramban,Male,Rural,Multiple,Msme Sunrise Sector,Tourism,JKBK032497,20.0,8.0,51.0,66.0,4.0,188.0,64781.0,24.0,7.63,17897.0,0.3,33.0,0.02,Unknown,2930000.0,3142000.0
7666,Baramulla,Female,Unknown,Hearing,Nano Entrepreneur,Tourism,JKBK088000,20.0,14.0,10.0,48.0,44.0,164.0,96955.0,60.0,7.13,17897.0,0.3,65.0,1.0,Default,3105187.0,778000.0
7667,Rajouri,Male,Unknown,Locomotor,Existing Enterprise,Tourism,JKBK078062,39.0,79.0,22.0,16.0,25.0,181.0,90069.0,35.12,7.02,17897.0,0.3,5.0,0.69,Unknown,122773.0,6718321.0
7668,Srinagar,Female,Urban,Unknown,Unknown,Manufacturing,JKBK030952,0.0,66.0,16.0,76.0,24.0,188.0,78347.0,18.0,10.56,17897.0,0.3,23.0,0.09,On-Time,2527000.0,5969025.0
7669,Kathua,Unknown,Rural,Unknown,Nano Entrepreneur,Tourism,JKBK074867,20.0,21.0,34.0,41.0,24.0,188.0,9256.0,60.0,9.59,17897.0,0.3,42.0,0.87,Default,49880.0,523493.0
7670,Bandipora,Female,Rural,Visual,Existing Enterprise,Tourism,JKBK075473,20.0,33.0,10.0,92.0,5.0,188.0,89716.0,48.0,14.28,17897.0,0.3,21.0,0.42,Unknown,4376537.0,40248.0
7671,Rajouri,Male,Unknown,Locomotor,Existing Enterprise,Agri,JKBK070817,13.0,23.0,60.0,83.0,41.0,212.0,41064.0,18.0,11.43,17897.0,0.3,54.0,0.72,Default,5952210.0,2524000.0
7672,Pulwama,Female,Rural,Locomotor,Unknown,Unknown,JKBK085326,12.0,16.0,45.0,73.0,35.0,181.0,62828.0,48.0,8.98,17897.0,0.3,10.0,0.67,Default,1830212.5,34401.0
7673,Poonch,Unknown,Rural,Unknown,Existing Enterprise,Retail,JKBK066152,21.0,90.0,13.0,19.0,16.0,164.0,88708.0,48.0,6.54,17897.0,0.3,12.0,0.22,Default,882.0,1415056.0
7674,Doda,Unknown,Unknown,Unknown,Unknown,Tourism,JKBK048206,32.0,26.0,22.0,109.0,24.0,188.0,46355.0,35.12,7.6,17897.0,0.3,67.0,0.02,Default,1830212.5,4088000.0
7675,Baramulla,Female,Urban,Hearing,Nano Entrepreneur,Agri,JKBK022929,40.0,67.0,29.0,17.0,13.0,166.0,87567.0,60.0,13.36,17897.0,0.3,55.0,0.47,Unknown,34843.0,2301000.0
7676,Bandipora,Male,Urban,Unknown,Nano Entrepreneur,Unknown,JKBK089681,1.0,57.0,51.0,43.0,22.0,174.0,108366.0,60.0,11.83,17897.0,0.3,46.0,0.14,On-Time,1830212.5,722000.0
7677,Doda,Male,Unknown,Unknown,Unknown,Agri,JKBK055961,34.0,37.0,32.0,90.0,25.0,188.0,47698.0,18.0,11.35,17897.0,0.3,3.0,0.81,Late,30267.0,942806.0
7678,Pulwama,Other,Rural,Unknown,Nano Entrepreneur,Healthcare,JKBK033574,33.0,55.0,60.0,49.0,15.0,212.0,71010.0,35.12,10.7,17897.0,0.3,56.0,0.31,On-Time,1648293.0,3771000.0
7679,Rajouri,Female,Rural,Unknown,Msme Sunrise Sector,Healthcare,JKBK089681,3.0,87.0,43.0,105.0,26.0,212.0,74323.0,60.0,14.47,17897.0,0.3,3.0,0.92,Unknown,2583204.0,2301000.0
7680,Udhampur,Male,Rural,Multiple,Msme Sunrise Sector,Tourism,JKBK082931,25.0,10.0,26.0,109.0,24.0,188.0,61371.0,24.0,7.67,17897.0,0.3,26.0,0.5,On-Time,33945.0,2301000.0
7681,Rajouri,Male,Rural,Multiple,Nano Entrepreneur,Retail,JKBK017822,32.0,9.0,32.0,98.0,3.0,174.0,104172.0,18.0,8.05,17897.0,0.3,36.0,0.64,Late,4819000.0,3942000.0
7682,Shopian,Female,Urban,Unknown,Unknown,Unknown,JKBK092458,38.0,26.0,46.0,13.0,16.0,164.0,25508.0,12.0,13.88,17897.0,0.3,40.0,0.44,Default,1473000.0,958848.0
7683,Ganderbal,Female,Rural,Visual,Existing Enterprise,Tourism,JKBK094497,2.0,71.0,45.0,11.0,42.0,171.0,18008.0,24.0,7.33,17897.0,0.3,48.0,0.17,Late,4084000.0,6289000.0
7684,Udhampur,Female,Rural,Visual,Nano Entrepreneur,Healthcare,JKBK011785,20.0,21.0,10.0,75.0,39.0,188.0,84643.0,12.0,11.54,17897.0,0.3,59.0,0.73,Late,45077.0,4461000.0
7685,Shopian,Male,Rural,Unknown,Existing Enterprise,It,JKBK056907,33.0,44.0,37.0,31.0,24.0,169.0,51062.0,35.12,7.91,17897.0,0.3,51.0,0.9,On-Time,1516745.0,1137600.0
7686,Poonch,Other,Rural,Hearing,Nano Entrepreneur,Manufacturing,JKBK097594,25.0,48.0,11.0,67.0,20.0,188.0,55214.0,36.0,14.25,17897.0,0.3,86.0,0.34,Late,1860000.0,2301000.0
7687,Udhampur,Other,Urban,Unknown,Existing Enterprise,Agri,JKBK032570,20.0,29.0,34.0,60.0,26.0,188.0,23267.0,12.0,14.3,17897.0,0.3,34.0,0.37,On-Time,2912268.0,5624791.0
7688,Bandipora,Other,Rural,Visual,Existing Enterprise,Services,JKBK067956,13.0,48.0,58.0,99.0,42.0,188.0,22642.0,12.0,13.77,17897.0,0.3,45.0,0.56,Default,3054037.0,4022839.0
7689,Shopian,Male,Rural,Unknown,Nano Entrepreneur,Retail,JKBK053447,14.0,57.0,40.0,115.0,19.0,212.0,108826.0,48.0,10.53,17897.0,0.3,46.0,0.65,Late,3754000.0,2734640.0
7690,Kupwara,Unknown,Rural,Unknown,Nano Entrepreneur,Agri,JKBK045023,1.0,80.0,49.0,41.0,35.0,206.0,79462.0,36.0,9.65,17897.0,0.3,69.0,0.07,Late,6815.0,2301000.0
7691,Bandipora,Female,Urban,Unknown,Unknown,Healthcare,JKBK060856,38.0,32.0,9.0,55.0,35.0,169.0,17828.0,35.12,7.15,17897.0,0.3,57.0,0.14,Late,1830212.5,6768317.0
7692,Samba,Female,Unknown,Multiple,Nano Entrepreneur,Healthcare,JKBK044662,21.0,48.0,52.0,8.0,18.0,188.0,59430.0,12.0,13.07,17897.0,0.3,32.0,0.4,Unknown,1830212.5,2301000.0
7693,Rajouri,Female,Rural,Multiple,Nano Entrepreneur,Retail,JKBK047140,40.0,45.0,18.0,89.0,3.0,195.0,113678.0,36.0,12.17,17897.0,0.3,11.0,0.36,On-Time,1217654.0,183328.0
7694,Kulgam,Female,Unknown,Visual,Existing Enterprise,It,JKBK049533,20.0,49.0,16.0,55.0,25.0,188.0,110819.0,18.0,11.7,17897.0,0.3,21.0,0.03,Default,3191502.0,55133.0
7695,Pulwama,Male,Unknown,Multiple,Nano Entrepreneur,Retail,JKBK049320,38.0,61.0,54.0,108.0,7.0,212.0,43081.0,35.12,6.6,17897.0,0.3,91.0,0.67,Unknown,133000.0,5137000.0
7696,Rajouri,Unknown,Rural,Hearing,Existing Enterprise,Unknown,JKBK031827,30.0,12.0,56.0,98.0,19.0,212.0,93587.0,36.0,6.56,17897.0,0.3,4.0,0.19,On-Time,203015.0,21555.0
7697,Anantnag,Other,Urban,Unknown,Nano Entrepreneur,Retail,JKBK054402,5.0,66.0,32.0,119.0,24.0,188.0,68583.0,12.0,14.47,17897.0,0.3,99.0,0.84,Unknown,563000.0,4043.0
