Application ID,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Loan Amount (Mixed Units),Project Cost (Mixed Units),Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Days_Overdue
8351.0,Doda,Male,Rural,Multiple,nano entrepreneur,Healthcare,JKBK076425,21/5/2025,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,30.0,23.0,88.0,12.0,162.0,4335k INR,413k INR,67240.0,,,,,97.0,0.01,late,0.0
8352.0,Kupwara,Other,,Visual,Existing Enterprise,Agri,JKBK035901,7-5-2024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,48.0,112.0,19.0,231.0,,₹4529952,39216.0,,8.12,,,87.0,0.47,Default,0.0
8353.0,Jammu,Male,,,nano entrepreneur,,JKBK035635,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,35.0,52.0,51.0,45.0,184.0,5658773,592607,116829.0,60.0,12.93,,,34.0,0.04,Default,0.0
8354.0,Baramulla,male ,Urban,,MSME Sunrise Sector,IT,JKBK062020,22/1/2021,1.0,1.0,0.0,1.0,1.0,0.0,0.0,31.0,30.0,10.0,56.0,17.0,144.0,$40881,₹3008639,34124.0,18.0,12.09,,,8.0,0.43,On-time,0.0
8355.0,Kupwara,Other,,,,Retail,JKBK080436,2023-06-24,1.0,1.0,1.0,1.0,1.0,0.0,0.0,18.0,23.0,44.0,,,,1677381,,8858.0,24.0,6.91,,,2.0,0.56,Delayed,0.0
8356.0,Kulgam,FEMALE,Rural,,nano entrepreneur,Retail,JKBK071950,3-26-2022,1.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,42.0,13.0,68.0,43.0,191.0,3962370,4628k INR,69359.0,12.0,12.46,,,77.0,0.5,ONTIME,0.0
8357.0,Rajouri,,Rural,,Existing Enterprise,IT,JKBK020035,2022-08-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,49.0,35.0,92.0,10.0,,5492697,6429925,118080.0,12.0,13.64,,,97.0,0.12,,105.0
8358.0,Ramban,FEMALE,Rural,,Existing enterprise,Manufacturing,JKBK075469,28/2/2025,1.0,1.0,1.0,1.0,1.0,0.0,0.0,24.0,21.0,15.0,,,,$47445,269478,89088.0,12.0,12.83,,,13.0,0.69,late,0.0
8359.0,Baramulla,Male,rural,,Existing Enterprise,Tourism,JKBK054644,As on Feb 2026,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,81.0,58.0,86.0,21.0,,3936k INR,,99273.0,12.0,13.71,17872.0,0.18,29.0,0.5,ONTIME,0.0
8360.0,Srinagar,,urban ,Hearing,,Agri,JKBK075986,2/11/2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,36.0,27.0,29.0,,34.0,,$34510,,8530.0,48.0,7.1,2064.0,0.242,89.0,0.09,Delayed,0.0
8361.0,Doda,Other,Rural,,Existing enterprise,IT,JKBK074395,2025-01-04,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,27.0,15.0,28.0,18.0,97.0,3947187,₹5707064,14213.0,60.0,7.89,,,30.0,0.42,late,19.0
8362.0,Kishtwar,Male,Rural,,MSME Sunrise Sector,Tourism,JKBK040914,As on Feb 2026,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,81.0,27.0,59.0,,,,4887468,84118.0,60.0,13.8,,,63.0,0.4,Delayed,0.0
8363.0,Baramulla,Other,rural,,Existing Enterprise,,JKBK061487,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,63.0,28.0,37.0,5.0,,,,87128.0,12.0,12.39,,,10.0,0.51,late,178.0
8364.0,Samba,,urban ,,Existing enterprise,,JKBK082149,2026-01-16,1.0,1.0,0.0,1.0,1.0,0.0,0.0,26.0,5.0,46.0,45.0,10.0,132.0,$38753,448k INR,23281.0,60.0,12.58,,,100.0,0.61,On-time,13.0
8365.0,Ganderbal,,Rural,Visual,Nano Entrepreneur,Tourism,JKBK091328,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,27.0,18.0,,,3035k INR,$33274,36558.0,60.0,14.26,,,22.0,0.87,Delayed,18.0
8366.0,Poonch,FEMALE,,,Existing enterprise,Agri,JKBK063952,12-9-2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,23.0,19.0,17.0,,34.0,,1772k INR,₹6392211,50426.0,18.0,11.37,,,87.0,0.37,Delayed,130.0
8367.0,Srinagar,Male,Rural,,,Healthcare,JKBK089668,2021-01-26,1.0,1.0,0.0,1.0,1.0,0.0,0.0,24.0,79.0,44.0,37.0,2.0,186.0,3148k INR,₹1361442,22321.0,60.0,10.93,,,96.0,0.46,,0.0
8368.0,Budgam,Female,,Multiple,Existing enterprise,Tourism,JKBK021038,1-23-2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,79.0,54.0,89.0,43.0,,₹3695049,,87403.0,36.0,12.29,30656.0,0.351,26.0,,late,0.0
8369.0,Udhampur,,Rural,,Existing enterprise,Services,JKBK013840,4-8-2023,1.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,87.0,13.0,74.0,39.0,246.0,₹326118,$58096,38004.0,24.0,8.53,,,44.0,0.28,Delayed,0.0
8370.0,Rajouri,Female,,Multiple,Existing enterprise,Manufacturing,JKBK079491,3-1-2023,1.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,39.0,22.0,47.0,25.0,166.0,4635798,,98626.0,18.0,11.28,,,99.0,0.12,,0.0
8371.0,Rajouri,Male,Urban,Visual,,Tourism,JKBK033759,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,82.0,49.0,31.0,,,₹1590638,5045928,100054.0,60.0,13.3,,,84.0,0.17,On-time,0.0
8372.0,Bandipora,Other,,Visual,nano entrepreneur,Retail,JKBK010690,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,37.0,69.0,50.0,52.0,39.0,247.0,,3178509,,36.0,6.83,,,51.0,0.38,late,0.0
8373.0,Baramulla,Other,Urban,Visual,Existing Enterprise,Tourism,JKBK073299,9-22-2025,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,51.0,12.0,63.0,37.0,175.0,$14708,4598k INR,75908.0,48.0,13.98,,,3.0,0.42,ONTIME,0.0
8373.0,Samba,FEMALE,urban ,,Nano Entrepreneur,Tourism,JKBK049169,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0,,,35.0,,₹1396925,4650k INR,68284.0,,12.25,,,85.0,0.56,On-time,168.0
8375.0,Bandipora,FEMALE,,Multiple,Existing enterprise,Tourism,JKBK098626,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,25.0,25.0,10.0,97.0,,,1436924,,46500.0,36.0,9.54,,,5.0,0.32,ONTIME,36.0
8376.0,Srinagar,Female,Rural,Visual,,Healthcare,JKBK017865,4-21-2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,76.0,7.0,111.0,15.0,220.0,₹571332,,81696.0,24.0,13.7,,,100.0,0.42,,0.0
8377.0,Samba,male ,rural,Hearing,MSME Sunrise Sector,,JKBK014688,4-14-2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,38.0,30.0,55.0,50.0,35.0,208.0,₹2497918,5490k INR,119039.0,12.0,8.88,,,95.0,0.13,ONTIME,0.0
8378.0,Rajouri,Male,Rural,Hearing,Existing Enterprise,Healthcare,JKBK033776,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,68.0,33.0,95.0,13.0,212.0,,,41562.0,36.0,12.34,,,83.0,0.11,ONTIME,137.0
8379.0,Ramban,male ,rural,,Existing Enterprise,Healthcare,JKBK018488,2025-07-03,1.0,1.0,0.0,1.0,1.0,1.0,1.0,24.0,87.0,30.0,39.0,,,$28543,,68611.0,12.0,7.18,28823.0,0.42,25.0,,Delayed,0.0
8380.0,Srinagar,Male,rural,Locomotor,Existing Enterprise,Tourism,JKBK093771,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,7.0,,78.0,,,,270563,66734.0,48.0,11.09,16019.0,0.24,79.0,,ONTIME,0.0
8381.0,Kupwara,FEMALE,Rural,,Nano Entrepreneur,Agri,JKBK082931,8-21-2026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,78.0,48.0,42.0,,,₹1684394,₹1608894,43558.0,,10.41,,,72.0,,Delayed,0.0
8382.0,Reasi,FEMALE,Urban,,nano entrepreneur,Retail,JKBK062214,24/2/2025,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,45.0,4.0,16.0,18.0,,4026487,$31847,60001.0,12.0,8.66,,,92.0,0.25,,0.0
8383.0,Jammu,Female,Rural,,,Agri,JKBK085455,14/9/2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,65.0,6.0,82.0,42.0,,5015408,1994k INR,51845.0,18.0,13.75,,,26.0,0.79,late,0.0
8384.0,Rajouri,male ,urban ,,MSME Sunrise Sector,Tourism,JKBK061970,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,73.0,22.0,52.0,,,,3953k INR,111077.0,48.0,10.61,,,66.0,0.35,,0.0
8385.0,Baramulla,Female,Urban,Locomotor,,Agri,JKBK077003,As on Feb 2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,72.0,54.0,68.0,41.0,246.0,,544k INR,51711.0,,13.0,,,19.0,0.82,ONTIME,0.0
8386.0,Doda,Female,Rural,,Existing enterprise,Tourism,JKBK031300,6/9/2021,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,,56.0,112.0,40.0,,1297189,$11812,103889.0,18.0,10.94,,,22.0,0.18,Delayed,0.0
8387.0,Kupwara,Female,Urban,,Existing Enterprise,Healthcare,JKBK036890,12-2-2021,1.0,1.0,1.0,1.0,0.0,0.0,0.0,28.0,,51.0,116.0,21.0,,₹1806996,,23250.0,36.0,13.03,,,60.0,0.22,Delayed,0.0
8388.0,Kathua,Other,urban ,,Existing Enterprise,IT,JKBK011510,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,28.0,27.0,8.0,66.0,25.0,154.0,3627104,₹5828149,43571.0,12.0,12.07,,,100.0,0.97,On-time,0.0
8389.0,Srinagar,male ,urban ,Hearing,MSME Sunrise Sector,,JKBK027223,20/1/2022,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,52.0,53.0,13.0,14.0,,₹601872,,30646.0,60.0,,,,35.0,0.32,Default,0.0
8390.0,Ganderbal,Other,urban ,Hearing,,IT,JKBK037553,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,6.0,10.0,104.0,26.0,152.0,$11162,6769837,82933.0,,8.31,,,15.0,,Delayed,0.0
8391.0,Kulgam,,urban ,,MSME Sunrise Sector,Tourism,JKBK067956,15/10/2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0,41.0,27.0,89.0,13.0,209.0,3425k INR,4707352,34943.0,24.0,8.1,11380.0,0.326,8.0,0.4,Delayed,153.0
8392.0,Srinagar,male ,rural,,Nano Entrepreneur,Agri,JKBK083714,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,86.0,25.0,84.0,2.0,213.0,3854749,,36395.0,,7.17,,,78.0,0.07,On-time,0.0
8393.0,Bandipora,,rural,Locomotor,,Healthcare,JKBK025283,2026-04-04,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,13.0,30.0,,45.0,,2991k INR,3491200,85088.0,12.0,11.43,15034.0,0.177,77.0,0.57,On-time,0.0
8394.0,Kupwara,Other,Rural,,MSME Sunrise Sector,Tourism,JKBK037043,As on Feb 2026,1.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,44.0,25.0,,,,₹3765177,3186k INR,25186.0,18.0,11.94,,,44.0,0.84,,0.0
8395.0,Srinagar,FEMALE,,Visual,nano entrepreneur,Retail,JKBK021038,10-9-2024,1.0,1.0,1.0,1.0,1.0,0.0,0.0,37.0,28.0,27.0,101.0,3.0,196.0,$18618,,38972.0,36.0,10.02,,,98.0,0.23,late,0.0
8396.0,Kulgam,FEMALE,urban ,Locomotor,Existing Enterprise,,JKBK075473,12/1/2025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,52.0,10.0,59.0,,,2425868,$46527,69029.0,24.0,11.8,,,25.0,0.89,Delayed,0.0
8397.0,Kathua,Other,Rural,Locomotor,,IT,JKBK031129,2025-02-21,1.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,7.0,50.0,22.0,16.0,112.0,2152309,4893096,61836.0,60.0,14.16,,,88.0,0.49,,0.0
8398.0,Jammu,Male,Urban,Locomotor,MSME Sunrise Sector,Manufacturing,JKBK034182,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0,84.0,13.0,105.0,30.0,268.0,$28505,,30918.0,,14.39,,,49.0,0.28,late,0.0
8399.0,Srinagar,male ,,,MSME Sunrise Sector,IT,JKBK077603,8-21-2026,1.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,39.0,52.0,20.0,9.0,144.0,4906847,2886k INR,103920.0,18.0,13.72,,,76.0,0.19,Default,0.0
8400.0,Udhampur,Female,Rural,Multiple,nano entrepreneur,,JKBK023744,As on Feb 2026,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,30.0,15.0,88.0,15.0,,2540k INR,5136k INR,30458.0,12.0,7.21,,,84.0,0.79,late,0.0
8401.0,Rajouri,Female,,Hearing,MSME Sunrise Sector,IT,JKBK074756,26/2/2023,1.0,1.0,1.0,0.0,0.0,0.0,0.0,38.0,,9.0,103.0,31.0,,,2956225,77927.0,24.0,11.5,,,50.0,0.19,late,90.0
8402.0,Udhampur,Other,rural,Multiple,Nano Entrepreneur,Manufacturing,JKBK056686,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,17.0,58.0,76.0,16.0,203.0,749k INR,₹4788163,90596.0,18.0,8.93,,,73.0,0.07,Delayed,0.0
8403.0,Kupwara,FEMALE,rural,,nano entrepreneur,IT,JKBK027962,As on Feb 2026,1.0,1.0,1.0,0.0,0.0,0.0,0.0,38.0,,16.0,,7.0,,2763689,,63920.0,18.0,9.13,,,1.0,0.75,late,145.0
8404.0,Poonch,Female,rural,Multiple,Existing enterprise,Tourism,JKBK043629,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,21.0,,79.0,37.0,,4664k INR,$54668,89011.0,48.0,12.55,,,18.0,0.97,,0.0
8405.0,Ramban,Female,Urban,Hearing,Existing Enterprise,Retail,JKBK097447,13/7/2025,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20.0,44.0,43.0,98.0,31.0,236.0,1259k INR,3385978,57388.0,12.0,12.33,16253.0,0.283,52.0,0.37,ONTIME,0.0
8406.0,Udhampur,Female,,,Existing Enterprise,Retail,JKBK018488,As on Feb 2026,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,58.0,29.0,114.0,38.0,,₹3098321,₹5752973,56045.0,36.0,14.38,,,35.0,0.35,Delayed,76.0
8407.0,Doda,male ,Rural,Locomotor,MSME Sunrise Sector,Services,JKBK017865,19/8/2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,63.0,40.0,61.0,32.0,222.0,2084k INR,₹2433431,39213.0,48.0,13.26,16190.0,0.413,32.0,0.34,ONTIME,0.0
8408.0,Doda,,Rural,,MSME Sunrise Sector,,JKBK079413,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,77.0,60.0,56.0,36.0,,,,11771.0,60.0,8.56,1887.0,0.16,31.0,0.09,Delayed,0.0
8409.0,Kishtwar,Male,Rural,,,Manufacturing,JKBK025779,6-25-2022,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,81.0,,88.0,27.0,,,$41189,20579.0,36.0,9.15,,,26.0,0.39,On-time,0.0
8410.0,Ganderbal,FEMALE,,Multiple,MSME Sunrise Sector,Healthcare,JKBK077806,As on Feb 2026,1.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,86.0,47.0,44.0,,,3310k INR,1705332,,,8.36,,,72.0,0.26,,79.0
8411.0,Anantnag,FEMALE,rural,,nano entrepreneur,Healthcare,JKBK075473,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,58.0,48.0,22.0,,312447,5549k INR,80653.0,12.0,7.33,,,40.0,0.06,late,57.0
8412.0,Ganderbal,Female,Urban,,,Manufacturing,JKBK097447,As on Feb 2026,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,60.0,6.0,82.0,20.0,190.0,1668893,2411k INR,31912.0,48.0,14.35,,,82.0,0.64,Default,0.0
8413.0,Ramban,Male,rural,Locomotor,nano entrepreneur,Services,JKBK016355,7/10/2022,1.0,1.0,0.0,1.0,1.0,1.0,1.0,34.0,22.0,3.0,72.0,42.0,173.0,2423k INR,,,18.0,9.96,,,73.0,0.93,ONTIME,49.0
8414.0,Pulwama,,rural,Hearing,Existing Enterprise,,JKBK013840,6-14-2025,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,5.0,43.0,,,₹2611968,$44633,14664.0,12.0,12.57,,,98.0,0.0,Delayed,0.0
8415.0,Kulgam,Male,Urban,Multiple,MSME Sunrise Sector,Agri,JKBK048329,As on Feb 2026,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,70.0,46.0,99.0,6.0,251.0,$34536,$36708,,,10.38,,,44.0,0.15,Delayed,0.0
8416.0,Bandipora,Male,urban ,,nano entrepreneur,Tourism,JKBK044124,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,44.0,13.0,51.0,11.0,147.0,1874731,1235k INR,78052.0,,10.49,,,35.0,0.16,,0.0
8417.0,Shopian,Other,rural,,nano entrepreneur,Services,JKBK085326,16/8/2025,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,43.0,14.0,61.0,36.0,162.0,₹4070777,996106,26253.0,36.0,10.84,8240.0,0.314,22.0,0.68,Delayed,0.0
8418.0,Kishtwar,male ,rural,Multiple,,Healthcare,JKBK035657,2025-11-03,1.0,1.0,0.0,1.0,1.0,0.0,0.0,28.0,55.0,44.0,34.0,43.0,204.0,992786,₹6202752,26008.0,,14.3,,,31.0,0.85,late,156.0
8419.0,Poonch,FEMALE,rural,Hearing,Existing enterprise,Retail,JKBK043800,As on Feb 2026,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,6.0,,86.0,9.0,,$11429,$42820,110083.0,60.0,12.16,,,80.0,0.19,Delayed,0.0
8420.0,Anantnag,male ,Urban,Hearing,nano entrepreneur,IT,JKBK032570,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,71.0,42.0,106.0,15.0,253.0,,2914k INR,112997.0,12.0,10.36,,,76.0,0.72,ONTIME,0.0
8421.0,Reasi,Female,rural,,nano entrepreneur,Tourism,JKBK049169,2026-06-28,1.0,1.0,1.0,1.0,1.0,0.0,0.0,18.0,12.0,38.0,,4.0,,2180k INR,,70587.0,36.0,8.66,,,2.0,0.67,late,0.0
8422.0,Reasi,Female,Rural,Locomotor,Nano Entrepreneur,,JKBK076492,6-19-2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,40.0,37.0,15.0,30.0,140.0,,1827k INR,56559.0,36.0,14.39,,,47.0,0.98,Delayed,7.0
8423.0,Rajouri,Male,Urban,Multiple,,Retail,JKBK089681,16/4/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,33.0,19.0,93.0,11.0,166.0,,2349522,13694.0,,10.69,,,66.0,0.51,,0.0
8424.0,Ramban,Other,urban ,Multiple,,Services,JKBK011500,2-19-2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0,74.0,43.0,34.0,34.0,202.0,,332k INR,87064.0,60.0,7.94,28241.0,0.324,100.0,0.17,,0.0
8425.0,Doda,Male,Rural,Multiple,MSME Sunrise Sector,Tourism,JKBK020870,10/5/2026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,48.0,20.0,,26.0,,,3652846,103648.0,12.0,13.4,28815.0,0.278,8.0,0.87,late,0.0
8426.0,Kathua,Female,rural,,nano entrepreneur,Tourism,JKBK075323,9-20-2025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,56.0,56.0,59.0,37.0,239.0,,$37336,57509.0,12.0,12.28,,,20.0,,late,0.0
8427.0,Reasi,Male,rural,,Nano Entrepreneur,,JKBK072127,12-9-2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,14.0,52.0,58.0,84.0,11.0,219.0,₹2267079,3000k INR,33618.0,24.0,10.47,,,54.0,0.94,,0.0
8428.0,Rajouri,Male,rural,Visual,Nano Entrepreneur,IT,JKBK093764,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,75.0,44.0,58.0,16.0,,2507k INR,$22105,115561.0,,12.33,,,55.0,0.15,On-time,128.0
8429.0,Baramulla,,Urban,,Existing enterprise,Tourism,JKBK054442,12-9-2024,1.0,1.0,0.0,1.0,1.0,1.0,1.0,22.0,45.0,39.0,44.0,24.0,174.0,₹4652943,4870175,68344.0,36.0,9.31,22336.0,0.327,46.0,0.35,Default,0.0
8430.0,Doda,Female,urban ,Multiple,Nano Entrepreneur,Tourism,JKBK032485,8-24-2023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,24.0,90.0,6.0,,952k INR,1689532,42551.0,12.0,8.28,,,60.0,0.84,Delayed,0.0
8431.0,Udhampur,Other,urban ,,Nano Entrepreneur,,JKBK034182,2021-08-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,62.0,25.0,,27.0,,,1764k INR,34450.0,12.0,8.95,,,91.0,0.64,Default,0.0
8432.0,Udhampur,,Urban,,Existing enterprise,Manufacturing,JKBK049116,28/10/2023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,48.0,32.0,,5.0,,$44584,,21139.0,24.0,10.64,,,27.0,0.04,Delayed,40.0
8433.0,Udhampur,Female,Urban,,nano entrepreneur,Tourism,JKBK011630,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,33.0,,102.0,14.0,,,$8127,57678.0,48.0,12.3,12163.0,0.211,78.0,0.07,On-time,0.0
8434.0,Ganderbal,Female,urban ,Locomotor,,Services,JKBK096936,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,29.0,34.0,49.0,4.0,,3752k INR,6638739,54423.0,,12.57,,,75.0,0.53,,0.0
8435.0,Samba,Male,,,,IT,JKBK059796,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,89.0,52.0,72.0,7.0,224.0,,2028864,80081.0,18.0,11.39,,,5.0,0.38,late,0.0
8435.0,Samba,Male,,,MSME Sunrise Sector,Healthcare,JKBK070817,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,40.0,4.0,26.0,,,$25519,801k INR,24716.0,12.0,9.48,10435.0,0.422,86.0,0.97,Delayed,0.0
8437.0,Shopian,FEMALE,urban ,Visual,nano entrepreneur,,JKBK083848,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,40.0,12.0,8.0,78.0,,$19234,109162.0,36.0,10.96,,,95.0,0.82,late,0.0
8438.0,Kupwara,FEMALE,urban ,Multiple,,Retail,JKBK026267,2021-12-16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,21.0,60.0,44.0,100.0,7.0,232.0,$10195,5500332,72096.0,60.0,12.97,20624.0,0.286,76.0,0.44,,144.0
8439.0,Jammu,FEMALE,,Hearing,nano entrepreneur,,JKBK067956,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,10.0,23.0,71.0,,,₹2907580,4474k INR,117634.0,12.0,11.51,,,65.0,0.73,late,63.0
8440.0,Budgam,Other,rural,,MSME Sunrise Sector,Services,JKBK061718,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,22.0,41.0,32.0,2.0,128.0,₹2566470,4770885,74777.0,12.0,9.28,28195.0,0.377,54.0,0.97,,0.0
8441.0,Kathua,,,,Existing enterprise,Retail,JKBK025091,16/9/2024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,,29.0,63.0,28.0,,₹2647030,₹6441291,,,11.25,,,39.0,0.41,On-time,0.0
8442.0,Budgam,Other,,,Existing Enterprise,Tourism,JKBK094939,11-17-2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,40.0,49.0,57.0,38.0,39.0,223.0,438k INR,₹2647769,61751.0,36.0,12.37,20805.0,0.337,66.0,0.51,Delayed,0.0
8443.0,Rajouri,Female,rural,,Existing Enterprise,Healthcare,JKBK089244,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,12.0,41.0,18.0,128.0,$14635,5408k INR,45954.0,24.0,8.22,,,22.0,0.35,ONTIME,0.0
8444.0,Ganderbal,FEMALE,rural,Hearing,Nano Entrepreneur,Retail,JKBK048329,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,80.0,35.0,69.0,16.0,,₹4795083,6787008,96574.0,48.0,7.89,24746.0,0.256,59.0,0.04,Delayed,125.0
8445.0,Rajouri,FEMALE,Rural,,Nano Entrepreneur,Agri,JKBK063746,3-24-2022,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,75.0,42.0,94.0,22.0,266.0,4143664,3515k INR,44010.0,12.0,8.83,,,93.0,0.21,late,0.0
8446.0,Poonch,,Rural,,Existing enterprise,Retail,JKBK032290,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,14.0,50.0,19.0,20.0,34.0,137.0,,₹667123,66021.0,12.0,13.0,,,9.0,0.55,Default,0.0
8447.0,Doda,Other,Rural,,Existing enterprise,,JKBK015811,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,33.0,6.0,85.0,,,₹1486796,,113824.0,,13.07,,,34.0,0.4,,64.0
8448.0,Jammu,,rural,Hearing,nano entrepreneur,Retail,JKBK040778,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,61.0,10.0,37.0,23.0,145.0,,5995964,76631.0,36.0,11.24,26018.0,0.34,30.0,0.11,Default,0.0
8449.0,Pulwama,Other,Urban,Hearing,Existing enterprise,Healthcare,JKBK081997,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,117.0,29.0,,1833740,6218k INR,110638.0,18.0,9.4,34986.0,0.316,91.0,0.51,late,0.0
8450.0,Srinagar,,urban ,,nano entrepreneur,Retail,JKBK013468,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,38.0,30.0,,19.0,44.0,,2628629,6491150,13124.0,12.0,6.58,,,37.0,,ONTIME,0.0
8451.0,Poonch,male ,,,nano entrepreneur,,JKBK015637,1-17-2021,1.0,1.0,1.0,1.0,1.0,0.0,0.0,35.0,39.0,19.0,96.0,26.0,215.0,,2434k INR,37854.0,36.0,7.93,,,86.0,0.58,Delayed,0.0
8452.0,Budgam,male ,Urban,,,,JKBK057979,As on Feb 2026,1.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,88.0,21.0,21.0,38.0,192.0,2480k INR,$51360,32268.0,18.0,7.35,,,96.0,0.88,ONTIME,31.0
8453.0,Ganderbal,,,,nano entrepreneur,Manufacturing,JKBK086347,11-2-2025,1.0,1.0,1.0,1.0,1.0,0.0,0.0,39.0,46.0,44.0,83.0,12.0,224.0,,₹1530516,12955.0,,14.09,,,23.0,0.56,Delayed,0.0
